INDEX_NAME,INDEX_REGION,LONG,SAMPLEID,TAXAID,N_TAXA,EXCLUDE,NONTARGET,PHYLUM,CLASS,ORDER,FAMILY,SUBFAMILY,TRIBE,GENUS,TOLVAL,LIFE_CYCLE
MassDEP_2020_Bugs,LowGradientIBI,-73.10381096,2012047,Stenelmis crenata,4,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Stenelmis,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-73.10381096,2012047,Stenochironomus,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Stenochironomus,5,
MassDEP_2020_Bugs,LowGradientIBI,-73.10381096,2012047,Synorthocladius,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Synorthocladius,5,
MassDEP_2020_Bugs,LowGradientIBI,-73.10381096,2012047,Tanytarsus,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Tanytarsus,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-73.10381096,2012047,Thienemannimyia group,9,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,Thienemannimyia,,
MassDEP_2020_Bugs,LowGradientIBI,-73.10381096,2012047,Tvetenia paucunca,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Tvetenia,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-72.61591962,2012058,Antocha,3,FALSE,FALSE,Arthropoda,Insecta,Diptera,Tipulidae,,,Antocha,5,
MassDEP_2020_Bugs,LowGradientIBI,-72.61591962,2012058,Baetis flavistriga complex,1,FALSE,FALSE,Arthropoda,Insecta,Ephemeroptera,Baetidae,,,Baetis,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-72.61591962,2012058,Cheumatopsyche,9,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Hydropsychidae,,,Cheumatopsyche,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-72.61591962,2012058,Chimarra obscura,5,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Philopotamidae,,,Chimarra,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-72.61591962,2012058,Cladotanytarsus,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Cladotanytarsus,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-72.61591962,2012058,Cricotopus/Orthocladius,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,,8,
MassDEP_2020_Bugs,LowGradientIBI,-72.61591962,2012058,Hydropsyche morosa,3,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Hydropsychidae,,,Hydropsyche,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-72.61591962,2012058,Hydropsyche morosa group,4,TRUE,FALSE,Arthropoda,Insecta,Trichoptera,Hydropsychidae,,,Hydropsyche,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-72.61591962,2012058,Hydropsyche sparna,3,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Hydropsychidae,,,Hydropsyche,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-72.61591962,2012058,Isonychia bicolor,4,FALSE,FALSE,Arthropoda,Insecta,Ephemeroptera,Isonychiidae,,,Isonychia,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-72.61591962,2012058,Maccaffertium,6,TRUE,FALSE,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,,,Maccaffertium,5,
MassDEP_2020_Bugs,LowGradientIBI,-72.61591962,2012058,Maccaffertium modestum,1,FALSE,FALSE,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,,,Maccaffertium,5,
MassDEP_2020_Bugs,LowGradientIBI,-72.61591962,2012058,Macronychus glabratus,1,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Macronychus,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-72.61591962,2012058,Microtendipes pedellus group,4,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Microtendipes,5,
MassDEP_2020_Bugs,LowGradientIBI,-72.61591962,2012058,Ophiogomphus,2,FALSE,FALSE,Arthropoda,Insecta,Odonata,Gomphidae,,,Ophiogomphus,5,semi
MassDEP_2020_Bugs,LowGradientIBI,-72.61591962,2012058,Optioservus,10,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Optioservus,,semi
MassDEP_2020_Bugs,LowGradientIBI,-72.61591962,2012058,Parametriocnemus,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Parametriocnemus,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-72.61591962,2012058,Perlidae,1,FALSE,FALSE,Arthropoda,Insecta,Plecoptera,Perlidae,,,,5,
MassDEP_2020_Bugs,LowGradientIBI,-72.61591962,2012058,Philopotamidae,1,TRUE,FALSE,Arthropoda,Insecta,Trichoptera,Philopotamidae,,,,5,
MassDEP_2020_Bugs,LowGradientIBI,-72.61591962,2012058,Polypedilum aviceps,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-72.61591962,2012058,Polypedilum illinoense group,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-72.61591962,2012058,Psephenus herricki,2,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Psephenidae,,,Psephenus,5,semi
MassDEP_2020_Bugs,LowGradientIBI,-72.61591962,2012058,Rheotanytarsus exiguus group,19,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-72.61591962,2012058,Rheotanytarsus pellucidus,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-72.61591962,2012058,Rhyacophila minora,1,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,2,uni
MassDEP_2020_Bugs,LowGradientIBI,-72.61591962,2012058,Saetheria tylus,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Saetheria,5,
MassDEP_2020_Bugs,LowGradientIBI,-72.61591962,2012058,Simulium,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Simuliidae,,,Simulium,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-72.61591962,2012058,Stenelmis,9,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Stenelmis,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-72.61591962,2012058,Tanytarsus,5,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Tanytarsus,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-72.09714696,2012062,Anchytarsus,1,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Ptilodactylidae,,,Anchytarsus,2,semi
MassDEP_2020_Bugs,LowGradientIBI,-72.09714696,2012062,Calopteryx,2,FALSE,FALSE,Arthropoda,Insecta,Odonata,Calopterygidae,,,Calopteryx,5,semi
MassDEP_2020_Bugs,LowGradientIBI,-72.09714696,2012062,Chimarra aterrima,1,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Philopotamidae,,,Chimarra,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-72.09714696,2012062,Cricotopus bicinctus,13,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Cricotopus,8,
MassDEP_2020_Bugs,LowGradientIBI,-72.09714696,2012062,Cricotopus/Orthocladius,4,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,,8,
MassDEP_2020_Bugs,LowGradientIBI,-72.09714696,2012062,Culicidae,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Culicidae,,,,5,
MassDEP_2020_Bugs,LowGradientIBI,-72.09714696,2012062,Eurylophella funeralis,19,FALSE,FALSE,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,,,Eurylophella,2,uni
MassDEP_2020_Bugs,LowGradientIBI,-72.09714696,2012062,Hydropsyche betteni,3,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Hydropsychidae,,,Hydropsyche,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-72.09714696,2012062,Isoperla,2,FALSE,FALSE,Arthropoda,Insecta,Plecoptera,Perlodidae,,,Isoperla,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-72.09714696,2012062,Labiobaetis frondalis,15,FALSE,FALSE,Arthropoda,Insecta,Ephemeroptera,Baetidae,,,Labiobaetis,5,
MassDEP_2020_Bugs,LowGradientIBI,-72.09714696,2012062,Limnephilidae,2,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,,5,
MassDEP_2020_Bugs,LowGradientIBI,-72.09714696,2012062,Maccaffertium,1,FALSE,FALSE,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,,,Maccaffertium,5,
MassDEP_2020_Bugs,LowGradientIBI,-72.09714696,2012062,Nigronia serricornis,1,FALSE,FALSE,Arthropoda,Insecta,Megaloptera,Corydalidae,,,Nigronia,5,semi
MassDEP_2020_Bugs,LowGradientIBI,-72.09714696,2012062,Optioservus,2,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Optioservus,,semi
MassDEP_2020_Bugs,LowGradientIBI,-72.09714696,2012062,Paraleptophlebia/Neoleptophlebia,1,FALSE,FALSE,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,,,,5,
MassDEP_2020_Bugs,LowGradientIBI,-72.09714696,2012062,Parapoynx,1,FALSE,FALSE,Arthropoda,Insecta,Lepidoptera,Crambidae,Acentropinae,Nymphulini,Parapoynx,5,
MassDEP_2020_Bugs,LowGradientIBI,-72.09714696,2012062,Pisidiidae,1,FALSE,FALSE,Mollusca,Bivalvia,Veneroida,Pisidiidae,,,,,
MassDEP_2020_Bugs,LowGradientIBI,-72.09714696,2012062,Polypedilum aviceps,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-72.09714696,2012062,Rheotanytarsus pellucidus,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-72.09714696,2012062,Saldidae,1,FALSE,TRUE,Arthropoda,Insecta,Hemiptera,Saldidae,,,,,
MassDEP_2020_Bugs,LowGradientIBI,-72.09714696,2012062,Simulium,14,TRUE,FALSE,Arthropoda,Insecta,Diptera,Simuliidae,,,Simulium,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-72.09714696,2012062,Simulium verecundum complex,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Simuliidae,,,Simulium,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-72.09714696,2012062,Stenelmis crenata,2,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Stenelmis,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-72.09714696,2012062,Tanytarsus,11,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Tanytarsus,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-72.09714696,2012062,Thienemannimyia group,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,Thienemannimyia,,
MassDEP_2020_Bugs,LowGradientIBI,-72.09714696,2012062,Tvetenia tshernovskii,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Tvetenia,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001,Acentrella parvula,1,FALSE,FALSE,Arthropoda,Insecta,Ephemeroptera,Baetidae,,,Acentrella,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001,Berosus,1,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Hydrophilidae,,,Berosus,,multi
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001,Boyeria vinosa,1,FALSE,FALSE,Arthropoda,Insecta,Odonata,Aeshnidae,,,Boyeria,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001,Caecidotea,30,TRUE,FALSE,Arthropoda,Malacostraca,Isopoda,Asellidae,,,Caecidotea,8,
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001,Caecidotea communis,2,FALSE,FALSE,Arthropoda,Malacostraca,Isopoda,Asellidae,,,Caecidotea,8,
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001,Calopterygidae,3,FALSE,FALSE,Arthropoda,Insecta,Odonata,Calopterygidae,,,,5,
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001,Cheumatopsyche,11,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Hydropsychidae,,,Cheumatopsyche,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001,Chimarra obscura,34,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Philopotamidae,,,Chimarra,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001,Corynoneura,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Corynoneura,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001,Diplocladius,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Diplocladius,8,
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001,Eukiefferiella,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Eukiefferiella,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001,Gammarus,14,FALSE,FALSE,Arthropoda,Malacostraca,Amphipoda,Gammaridae,,,Gammarus,8,uni
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001,Hemerodromia,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Empididae,,,Hemerodromia,5,
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001,Hydropsyche betteni,34,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Hydropsychidae,,,Hydropsyche,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001,Hydropsychidae,4,TRUE,FALSE,Arthropoda,Insecta,Trichoptera,Hydropsychidae,,,,5,
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001,Maccaffertium,11,TRUE,FALSE,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,,,Maccaffertium,5,
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001,Maccaffertium modestum,10,FALSE,FALSE,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,,,Maccaffertium,5,
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001,Macronychus glabratus,2,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Macronychus,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001,Nais,2,FALSE,FALSE,Annelida,Clitellata,Tubificida,Naididae,Naidinae,,Nais,8,
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001,Oecetis persimilis,3,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Leptoceridae,,,Oecetis,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001,Philopotamidae,1,TRUE,FALSE,Arthropoda,Insecta,Trichoptera,Philopotamidae,,,,5,
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001,Pisidiidae,8,FALSE,FALSE,Mollusca,Bivalvia,Veneroida,Pisidiidae,,,,,
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001,Polypedilum aviceps,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001,Polypedilum illinoense group,10,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001,Psilotreta,1,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Odontoceridae,,,Psilotreta,5,semi
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001,Pycnopsyche,1,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Pycnopsyche,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001,Simulium,38,FALSE,FALSE,Arthropoda,Insecta,Diptera,Simuliidae,,,Simulium,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001,Stenelmis,31,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Stenelmis,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001,Stenochironomus,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Stenochironomus,5,
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001,Thienemannimyia group,4,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,Thienemannimyia,,
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001,Tubificoid Naididae,1,FALSE,FALSE,Annelida,Clitellata,Tubificida,Naididae,,,,8,
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001,Tvetenia tshernovskii,45,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Tvetenia,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001.R,Acentrella parvula,1,FALSE,FALSE,Arthropoda,Insecta,Ephemeroptera,Baetidae,,,Acentrella,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001.R,Boyeria vinosa,1,FALSE,FALSE,Arthropoda,Insecta,Odonata,Aeshnidae,,,Boyeria,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001.R,Caecidotea,7,FALSE,FALSE,Arthropoda,Malacostraca,Isopoda,Asellidae,,,Caecidotea,8,
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001.R,Calopterygidae,2,FALSE,FALSE,Arthropoda,Insecta,Odonata,Calopterygidae,,,,5,
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001.R,Cheumatopsyche,6,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Hydropsychidae,,,Cheumatopsyche,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001.R,Chimarra obscura,12,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Philopotamidae,,,Chimarra,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001.R,Diplocladius,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Diplocladius,8,
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001.R,Eukiefferiella,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Eukiefferiella,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001.R,Gammarus,7,FALSE,FALSE,Arthropoda,Malacostraca,Amphipoda,Gammaridae,,,Gammarus,8,uni
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001.R,Hydropsyche betteni,8,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Hydropsychidae,,,Hydropsyche,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001.R,Hydropsychidae,2,TRUE,FALSE,Arthropoda,Insecta,Trichoptera,Hydropsychidae,,,,5,
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001.R,Maccaffertium,4,TRUE,FALSE,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,,,Maccaffertium,5,
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001.R,Maccaffertium modestum,4,FALSE,FALSE,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,,,Maccaffertium,5,
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001.R,Nais,1,FALSE,FALSE,Annelida,Clitellata,Tubificida,Naididae,Naidinae,,Nais,8,
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001.R,Oecetis persimilis,1,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Leptoceridae,,,Oecetis,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001.R,Pisidiidae,2,FALSE,FALSE,Mollusca,Bivalvia,Veneroida,Pisidiidae,,,,,
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001.R,Polypedilum aviceps,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001.R,Polypedilum illinoense group,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001.R,Psilotreta,1,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Odontoceridae,,,Psilotreta,5,semi
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001.R,Simulium,12,FALSE,FALSE,Arthropoda,Insecta,Diptera,Simuliidae,,,Simulium,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001.R,Stenelmis,9,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Stenelmis,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001.R,Stenochironomus,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Stenochironomus,5,
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001.R,Thienemannimyia group,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,Thienemannimyia,,
MassDEP_2020_Bugs,LowGradientIBI,-70.10477526,2013001.R,Tvetenia tshernovskii,13,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Tvetenia,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-70.45336867,2013002,Amnicolidae,3,FALSE,FALSE,Mollusca,Gastropoda,Littorinimorpha,Amnicolidae,,,,5,
MassDEP_2020_Bugs,LowGradientIBI,-70.45336867,2013002,Caecidotea,1,FALSE,FALSE,Arthropoda,Malacostraca,Isopoda,Asellidae,,,Caecidotea,8,
MassDEP_2020_Bugs,LowGradientIBI,-70.45336867,2013002,Caenis,1,FALSE,FALSE,Arthropoda,Insecta,Ephemeroptera,Caenidae,,,Caenis,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-70.45336867,2013002,Cheumatopsyche,58,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Hydropsychidae,,,Cheumatopsyche,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-70.45336867,2013002,Dicrotendipes,3,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Dicrotendipes,8,multi
MassDEP_2020_Bugs,LowGradientIBI,-70.45336867,2013002,Endochironomus,10,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Endochironomus,8,
MassDEP_2020_Bugs,LowGradientIBI,-70.45336867,2013002,Gammarus,4,FALSE,FALSE,Arthropoda,Malacostraca,Amphipoda,Gammaridae,,,Gammarus,8,uni
MassDEP_2020_Bugs,LowGradientIBI,-70.45336867,2013002,Glyptotendipes,53,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Glyptotendipes,8,uni
MassDEP_2020_Bugs,LowGradientIBI,-70.45336867,2013002,Hemerodromia,3,FALSE,FALSE,Arthropoda,Insecta,Diptera,Empididae,,,Hemerodromia,5,
MassDEP_2020_Bugs,LowGradientIBI,-70.45336867,2013002,Hyalella,5,FALSE,FALSE,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,,,Hyalella,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-70.45336867,2013002,Hydropsyche betteni,6,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Hydropsychidae,,,Hydropsyche,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-70.45336867,2013002,Hygrobates,1,FALSE,FALSE,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,,,Hygrobates,8,
MassDEP_2020_Bugs,LowGradientIBI,-70.45336867,2013002,Laevapex fuscus,6,FALSE,FALSE,Mollusca,Gastropoda,Basommatophora,Ancylidae,,,Laevapex,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-70.45336867,2013002,Menetus dilatatus,2,FALSE,FALSE,Mollusca,Gastropoda,Basommatophora,Planorbidae,,,Menetus,5,
MassDEP_2020_Bugs,LowGradientIBI,-70.45336867,2013002,Micropsectra,3,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Micropsectra,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-70.45336867,2013002,Microtendipes pedellus group,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Microtendipes,5,
MassDEP_2020_Bugs,LowGradientIBI,-70.45336867,2013002,Musculium,1,FALSE,FALSE,Mollusca,Bivalvia,Veneroida,Pisidiidae,,,Musculium,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-70.45336867,2013002,Nais,1,FALSE,FALSE,Annelida,Clitellata,Tubificida,Naididae,Naidinae,,Nais,8,
MassDEP_2020_Bugs,LowGradientIBI,-70.45336867,2013002,Parachironomus,8,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Parachironomus,5,
MassDEP_2020_Bugs,LowGradientIBI,-70.45336867,2013002,Paratanytarsus,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Paratanytarsus,5,
MassDEP_2020_Bugs,LowGradientIBI,-70.45336867,2013002,Piona,1,FALSE,FALSE,Arthropoda,Arachnida,Trombidiformes,Pionidae,,,Piona,,
MassDEP_2020_Bugs,LowGradientIBI,-70.45336867,2013002,Pisidiidae,32,TRUE,FALSE,Mollusca,Bivalvia,Veneroida,Pisidiidae,,,,,
MassDEP_2020_Bugs,LowGradientIBI,-70.45336867,2013002,Pisidium,4,FALSE,FALSE,Mollusca,Bivalvia,Veneroida,Pisidiidae,,,Pisidium,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-70.45336867,2013002,Planorbella,2,FALSE,FALSE,Mollusca,Gastropoda,Basommatophora,Planorbidae,,,Planorbella,5,
MassDEP_2020_Bugs,LowGradientIBI,-70.45336867,2013002,Polypedilum flavum,53,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-70.45336867,2013002,Polypedilum illinoense group,4,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,5,multi
