INDEX_NAME,INDEX_REGION,LAT,LONG,STATIONID,SAMPLEID,COLLMETH,TAXAID,N_TAXA,EXCLUDE,NONTARGET,PHYLUM,CLASS,ORDER,FAMILY,SUBFAMILY,TRIBE,GENUS,TOLVAL,FFG,LIFE_CYCLE
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008,RBP multihab,Rheotanytarsus exiguus group,5,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,5,CF,multi
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008,RBP multihab,Rheotanytarsus pellucidus,10,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,5,CF,multi
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008,RBP multihab,Rhyacophila,1,TRUE,FALSE,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,5,PR,uni
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008,RBP multihab,Rhyacophila minora,1,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Rhyacophilidae,,,Rhyacophila,2,PR,uni
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008,RBP multihab,Simulium,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Simuliidae,,,Simulium,5,CF,multi
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008,RBP multihab,Slavina appendiculata,1,FALSE,FALSE,Annelida,Clitellata,Tubificida,Naididae,Naidinae,,Slavina,5,CG,
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008,RBP multihab,Stempellinella,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Stempellinella,5,CG,
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008,RBP multihab,Stenelmis,2,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Stenelmis,5,SC,uni
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008,RBP multihab,Tanytarsini,1,TRUE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,,5,CF,
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008,RBP multihab,Tanytarsus,7,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Tanytarsus,5,CF,uni
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008,RBP multihab,Thienemanniella,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Thienemanniella,5,CG,
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008,RBP multihab,Thienemannimyia group,3,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,Thienemannimyia,,PR,
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008,RBP multihab,Tipula,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Tipulidae,,,Tipula,5,SH,uni
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008,RBP multihab,Torrenticola,1,FALSE,FALSE,Arthropoda,Arachnida,Trombidiformes,Torrenticolidae,,,Torrenticola,5,PR,
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008,RBP multihab,Tvetenia paucunca,10,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Tvetenia,5,CG,multi
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008,RBP multihab,Vejdovskyella comata,1,FALSE,FALSE,Annelida,Clitellata,Tubificida,Naididae,Naidinae,,Vejdovskyella,,CG,
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008,RBP multihab,Zavrelimyia,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,Pentaneurini,Zavrelimyia,5,PR,
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008.R,RBP multihab,Acroneuria,2,FALSE,FALSE,Arthropoda,Insecta,Plecoptera,Perlidae,,,Acroneuria,2,PR,semi
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008.R,RBP multihab,Ancyronyx variegatus,1,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Ancyronyx,5,CG,uni
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008.R,RBP multihab,Brillia,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Brillia,5,SH,
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008.R,RBP multihab,Chimarra aterrima,1,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Philopotamidae,,,Chimarra,5,CF,uni
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008.R,RBP multihab,Corynoneura,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Corynoneura,5,CG,multi
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008.R,RBP multihab,Cricotopus,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Cricotopus,8,SH,
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008.R,RBP multihab,Elmidae,2,TRUE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,,5,,
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008.R,RBP multihab,Gammarus,9,FALSE,FALSE,Arthropoda,Malacostraca,Amphipoda,Gammaridae,,,Gammarus,8,CG,uni
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008.R,RBP multihab,Hydropsyche sparna,6,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Hydropsychidae,,,Hydropsyche,5,CF,uni
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008.R,RBP multihab,Leuctra,5,FALSE,FALSE,Arthropoda,Insecta,Plecoptera,Leuctridae,,,Leuctra,2,SH,uni
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008.R,RBP multihab,Lumbriculidae,2,FALSE,FALSE,Annelida,Clitellata,Lumbriculida,Lumbriculidae,,,,5,CG,
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008.R,RBP multihab,Lype diversa,1,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Psychomyiidae,,,Lype,5,SC,uni
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008.R,RBP multihab,Micropsectra,3,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Micropsectra,5,CG,multi
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008.R,RBP multihab,Micropsectra/Tanytarsus,6,TRUE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,,5,,
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008.R,RBP multihab,Microtendipes rydalensis group,4,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Microtendipes,5,CF,
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008.R,RBP multihab,Microvelia,1,FALSE,TRUE,Arthropoda,Insecta,Hemiptera,Veliidae,,,Microvelia,,PR,multi
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008.R,RBP multihab,Optioservus ovalis,5,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Optioservus,5,SC,semi
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008.R,RBP multihab,Optioservus tardella,7,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Optioservus,5,SC,semi
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008.R,RBP multihab,Oulimnius latiusculus,4,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Oulimnius,5,SC,
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008.R,RBP multihab,Parametriocnemus,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Parametriocnemus,5,CG,multi
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008.R,RBP multihab,Pisidiidae,8,FALSE,FALSE,Mollusca,Bivalvia,Veneroida,Pisidiidae,,,,,CF,
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008.R,RBP multihab,Polypedilum,1,TRUE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,5,SH,multi
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008.R,RBP multihab,Polypedilum aviceps,3,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,5,SH,multi
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008.R,RBP multihab,Polypedilum fallax group,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,5,SH,multi
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008.R,RBP multihab,Polypedilum illinoense group,5,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,5,SH,multi
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008.R,RBP multihab,Rheocricotopus,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Rheocricotopus,5,CG,
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008.R,RBP multihab,Rheotanytarsus exiguus group,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,5,CF,multi
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008.R,RBP multihab,Rheotanytarsus pellucidus,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,5,CF,multi
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008.R,RBP multihab,Stenelmis,1,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Stenelmis,5,SC,uni
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008.R,RBP multihab,Tanytarsini,1,TRUE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,,5,CF,
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008.R,RBP multihab,Tanytarsus,3,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Tanytarsus,5,CF,uni
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008.R,RBP multihab,Thienemanniella,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Thienemanniella,5,CG,
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008.R,RBP multihab,Torrenticola,1,FALSE,FALSE,Arthropoda,Arachnida,Trombidiformes,Torrenticolidae,,,Torrenticola,5,PR,
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008.R,RBP multihab,Tvetenia paucunca,4,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Tvetenia,5,CG,multi
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008.R,RBP multihab,Vejdovskyella comata,1,FALSE,FALSE,Annelida,Clitellata,Tubificida,Naididae,Naidinae,,Vejdovskyella,,CG,
MassDEP_2020_Bugs,LowGradientIBI,41.63266048,-71.06038287,B0827,2013008.R,RBP multihab,Zavrelimyia,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,Pentaneurini,Zavrelimyia,5,PR,
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010,RBP multihab,Aeshnidae,1,FALSE,FALSE,Arthropoda,Insecta,Odonata,Aeshnidae,,,,5,PR,
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010,RBP multihab,Ancylidae,41,TRUE,FALSE,Mollusca,Gastropoda,Basommatophora,Ancylidae,,,,5,SC,
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010,RBP multihab,Aulodrilus pigueti,10,FALSE,FALSE,Annelida,Clitellata,Tubificida,Naididae,Tubificinae,,Aulodrilus,5,CG,
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010,RBP multihab,Caecidotea,34,FALSE,FALSE,Arthropoda,Malacostraca,Isopoda,Asellidae,,,Caecidotea,8,CG,
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010,RBP multihab,Caenis,5,FALSE,FALSE,Arthropoda,Insecta,Ephemeroptera,Caenidae,,,Caenis,5,CG,multi
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010,RBP multihab,Calopterygidae,2,FALSE,FALSE,Arthropoda,Insecta,Odonata,Calopterygidae,,,,5,PR,
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010,RBP multihab,Chauliodes rastricornis,2,FALSE,FALSE,Arthropoda,Insecta,Megaloptera,Corydalidae,,,Chauliodes,5,PR,semi
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010,RBP multihab,Cheumatopsyche,10,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Hydropsychidae,,,Cheumatopsyche,5,CF,multi
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010,RBP multihab,Coenagrionidae,68,FALSE,FALSE,Arthropoda,Insecta,Odonata,Coenagrionidae,,,,5,PR,
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010,RBP multihab,Coptotomus,1,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Dytiscidae,,,Coptotomus,,PR,uni
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010,RBP multihab,Corduliidae,1,FALSE,FALSE,Arthropoda,Insecta,Odonata,Corduliidae,,,,5,PR,
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010,RBP multihab,Corixidae,1,FALSE,TRUE,Arthropoda,Insecta,Hemiptera,Corixidae,,,,,PR,
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010,RBP multihab,Crangonyx,1,FALSE,FALSE,Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,,,Crangonyx,8,CG,uni
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010,RBP multihab,Cricotopus sylvestris group,6,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Cricotopus,8,SH,
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010,RBP multihab,Ferrissia,2,FALSE,FALSE,Mollusca,Gastropoda,Basommatophora,Ancylidae,,,Ferrissia,5,SC,
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010,RBP multihab,Hyalella,34,FALSE,FALSE,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,,,Hyalella,5,CG,multi
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010,RBP multihab,Lymnaeidae,1,FALSE,FALSE,Mollusca,Gastropoda,Basommatophora,Lymnaeidae,,,,8,CG,
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010,RBP multihab,Micropsectra,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Micropsectra,5,CG,multi
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010,RBP multihab,Naidinae,4,TRUE,FALSE,Annelida,Clitellata,Tubificida,Naididae,Naidinae,,,8,CG,
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010,RBP multihab,Neoporus,1,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,Hydroporini,Neoporus,5,PR,
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010,RBP multihab,Oxyethira,7,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Hydroptilidae,,,Oxyethira,5,CG,uni
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010,RBP multihab,Paratanytarsus,31,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Paratanytarsus,5,CG,
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010,RBP multihab,Polypedilum illinoense group,14,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,5,SH,multi
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010,RBP multihab,Polypedilum tritum,5,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,5,SH,multi
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010,RBP multihab,Potthastia longimanus,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Diamesini,Potthastia,5,CG,
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010,RBP multihab,Procladius,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,Procladiini,Procladius,5,PR,
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010,RBP multihab,Ripistes parasita,10,FALSE,FALSE,Annelida,Clitellata,Tubificida,Naididae,Naidinae,,Ripistes,,CG,
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010,RBP multihab,Sialis,1,FALSE,FALSE,Arthropoda,Insecta,Megaloptera,Sialidae,,,Sialis,5,PR,uni
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010,RBP multihab,Stylaria lacustris,3,FALSE,FALSE,Annelida,Clitellata,Tubificida,Naididae,Naidinae,,Stylaria,8,CG,multi
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010,RBP multihab,Tanypodinae,2,TRUE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,5,PR,
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010,RBP multihab,Tanytarsus,5,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Tanytarsus,5,CF,uni
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010,RBP multihab,Thienemannimyia group,3,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,Thienemannimyia,,PR,
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010,RBP multihab,Tubificoid Naididae,6,FALSE,FALSE,Annelida,Clitellata,Tubificida,Naididae,,,,8,CG,
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010,RBP multihab,Vejdovskyella comata,2,FALSE,FALSE,Annelida,Clitellata,Tubificida,Naididae,Naidinae,,Vejdovskyella,,CG,
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010.R,RBP multihab,Aeshnidae,1,FALSE,FALSE,Arthropoda,Insecta,Odonata,Aeshnidae,,,,5,PR,
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010.R,RBP multihab,Ancylidae,12,TRUE,FALSE,Mollusca,Gastropoda,Basommatophora,Ancylidae,,,,5,SC,
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010.R,RBP multihab,Aulodrilus pigueti,4,FALSE,FALSE,Annelida,Clitellata,Tubificida,Naididae,Tubificinae,,Aulodrilus,5,CG,
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010.R,RBP multihab,Caecidotea,12,FALSE,FALSE,Arthropoda,Malacostraca,Isopoda,Asellidae,,,Caecidotea,8,CG,
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010.R,RBP multihab,Caenis,3,FALSE,FALSE,Arthropoda,Insecta,Ephemeroptera,Caenidae,,,Caenis,5,CG,multi
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010.R,RBP multihab,Calopterygidae,2,FALSE,FALSE,Arthropoda,Insecta,Odonata,Calopterygidae,,,,5,PR,
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010.R,RBP multihab,Cheumatopsyche,5,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Hydropsychidae,,,Cheumatopsyche,5,CF,multi
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010.R,RBP multihab,Coenagrionidae,20,FALSE,FALSE,Arthropoda,Insecta,Odonata,Coenagrionidae,,,,5,PR,
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010.R,RBP multihab,Cricotopus sylvestris group,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Cricotopus,8,SH,
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010.R,RBP multihab,Ferrissia,1,FALSE,FALSE,Mollusca,Gastropoda,Basommatophora,Ancylidae,,,Ferrissia,5,SC,
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010.R,RBP multihab,Hyalella,10,FALSE,FALSE,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,,,Hyalella,5,CG,multi
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010.R,RBP multihab,Lymnaeidae,1,FALSE,FALSE,Mollusca,Gastropoda,Basommatophora,Lymnaeidae,,,,8,CG,
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010.R,RBP multihab,Naidinae,1,TRUE,FALSE,Annelida,Clitellata,Tubificida,Naididae,Naidinae,,,8,CG,
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010.R,RBP multihab,Oxyethira,1,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Hydroptilidae,,,Oxyethira,5,CG,uni
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010.R,RBP multihab,Paratanytarsus,8,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Paratanytarsus,5,CG,
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010.R,RBP multihab,Polypedilum illinoense group,5,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,5,SH,multi
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010.R,RBP multihab,Polypedilum tritum,3,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,5,SH,multi
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010.R,RBP multihab,Ripistes parasita,5,FALSE,FALSE,Annelida,Clitellata,Tubificida,Naididae,Naidinae,,Ripistes,,CG,
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010.R,RBP multihab,Stylaria lacustris,1,FALSE,FALSE,Annelida,Clitellata,Tubificida,Naididae,Naidinae,,Stylaria,8,CG,multi
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010.R,RBP multihab,Thienemannimyia group,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,Thienemannimyia,,PR,
MassDEP_2020_Bugs,LowGradientIBI,41.75570188,-70.9831251,B0840,2013010.R,RBP multihab,Tubificoid Naididae,2,FALSE,FALSE,Annelida,Clitellata,Tubificida,Naididae,,,,8,CG,
MassDEP_2020_Bugs,LowGradientIBI,41.74470234,-71.2482622,B0834,2013012,RBP multihab,Ancyronyx variegatus,4,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Ancyronyx,5,CG,uni
MassDEP_2020_Bugs,LowGradientIBI,41.74470234,-71.2482622,B0834,2013012,RBP multihab,Brillia,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Brillia,5,SH,
MassDEP_2020_Bugs,LowGradientIBI,41.74470234,-71.2482622,B0834,2013012,RBP multihab,Caecidotea,11,TRUE,FALSE,Arthropoda,Malacostraca,Isopoda,Asellidae,,,Caecidotea,8,CG,
MassDEP_2020_Bugs,LowGradientIBI,41.74470234,-71.2482622,B0834,2013012,RBP multihab,Caecidotea communis,2,FALSE,FALSE,Arthropoda,Malacostraca,Isopoda,Asellidae,,,Caecidotea,8,CG,
MassDEP_2020_Bugs,LowGradientIBI,41.74470234,-71.2482622,B0834,2013012,RBP multihab,Cheumatopsyche,30,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Hydropsychidae,,,Cheumatopsyche,5,CF,multi
MassDEP_2020_Bugs,LowGradientIBI,41.74470234,-71.2482622,B0834,2013012,RBP multihab,Chimarra aterrima,2,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Philopotamidae,,,Chimarra,5,CF,uni
MassDEP_2020_Bugs,LowGradientIBI,41.74470234,-71.2482622,B0834,2013012,RBP multihab,Corynoneura,5,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Corynoneura,5,CG,multi
MassDEP_2020_Bugs,LowGradientIBI,41.74470234,-71.2482622,B0834,2013012,RBP multihab,Cryptochironomus,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Cryptochironomus,8,PR,
MassDEP_2020_Bugs,LowGradientIBI,41.74470234,-71.2482622,B0834,2013012,RBP multihab,Dero,1,FALSE,FALSE,Annelida,Clitellata,Tubificida,Naididae,Naidinae,,Dero,5,CG,multi
MassDEP_2020_Bugs,LowGradientIBI,41.74470234,-71.2482622,B0834,2013012,RBP multihab,Gammarus,46,FALSE,FALSE,Arthropoda,Malacostraca,Amphipoda,Gammaridae,,,Gammarus,8,CG,uni
